short_title,title,code or value,description,count,Lookup,Column
LBDCRLC,LBDCRLC - Crotonaldehyde Comment Code,.,Missing,591,LBDCRLC_.,LBDCRLC_Missing
LBX10AL,LBX10AL - Decanaldehyde (ng/mL),2.76 to 13.3,Range of Values,1411,LBX10AL_2.76 to 13.3,LBX10AL_Range of Values
LBX10AL,LBX10AL - Decanaldehyde (ng/mL),.,Missing,913,LBX10AL_.,LBX10AL_Missing
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,0,At or above detection limit,11,LBD10ALC_0,LBD10ALC_At or above detection limit
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,1,Below lower detection limit,1400,LBD10ALC_1,LBD10ALC_Below lower detection limit
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD10ALC_2,LBD10ALC_Detectable result and exceeds the calibrated range of assay
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,.,Missing,913,LBD10ALC_.,LBD10ALC_Missing
LBX7AL,LBX7AL - Heptanaldehyde (ng/mL),0.221 to 3.83,Range of Values,1527,LBX7AL_0.221 to 3.83,LBX7AL_Range of Values
LBX7AL,LBX7AL - Heptanaldehyde (ng/mL),.,Missing,797,LBX7AL_.,LBX7AL_Missing
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,0,At or above detection limit,1407,LBD7ALC_0,LBD7ALC_At or above detection limit
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,1,Below lower detection limit,120,LBD7ALC_1,LBD7ALC_Below lower detection limit
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD7ALC_2,LBD7ALC_Detectable result and exceeds the calibrated range of assay
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,.,Missing,797,LBD7ALC_.,LBD7ALC_Missing
LBX6AL,LBX6AL - Hexanaldehyde (ng/mL),0.49 to 62.1,Range of Values,1571,LBX6AL_0.49 to 62.1,LBX6AL_Range of Values
LBX6AL,LBX6AL - Hexanaldehyde (ng/mL),.,Missing,753,LBX6AL_.,LBX6AL_Missing
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,0,At or above detection limit,1532,LBD6ALC_0,LBD6ALC_At or above detection limit
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,1,Below lower detection limit,39,LBD6ALC_1,LBD6ALC_Below lower detection limit
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD6ALC_2,LBD6ALC_Detectable result and exceeds the calibrated range of assay
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,.,Missing,753,LBD6ALC_.,LBD6ALC_Missing
LBXI5AL,LBXI5AL - Isopentanaldehyde (ng/mL),0.13 to 4.57,Range of Values,1798,LBXI5AL_0.13 to 4.57,LBXI5AL_Range of Values
LBXI5AL,LBXI5AL - Isopentanaldehyde (ng/mL),.,Missing,526,LBXI5AL_.,LBXI5AL_Missing
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,0,At or above detection limit,1783,LBDI5ALC_0,LBDI5ALC_At or above detection limit
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,1,Below lower detection limit,15,LBDI5ALC_1,LBDI5ALC_Below lower detection limit
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDI5ALC_2,LBDI5ALC_Detectable result and exceeds the calibrated range of assay
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,.,Missing,526,LBDI5ALC_.,LBDI5ALC_Missing
LBX9AL,LBX9AL - Nonanaldehyde (ng/mL),1.86 to 39.8,Range of Values,1534,LBX9AL_1.86 to 39.8,LBX9AL_Range of Values
LBX9AL,LBX9AL - Nonanaldehyde (ng/mL),.,Missing,790,LBX9AL_.,LBX9AL_Missing
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,0,At or above detection limit,572,LBD9ALC_0,LBD9ALC_At or above detection limit
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,1,Below lower detection limit,962,LBD9ALC_1,LBD9ALC_Below lower detection limit
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD9ALC_2,LBD9ALC_Detectable result and exceeds the calibrated range of assay
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,.,Missing,790,LBD9ALC_.,LBD9ALC_Missing
LBX8AL,LBX8AL - Octanaldehyde (ng/mL),0.467 to 3.61,Range of Values,1456,LBX8AL_0.467 to 3.61,LBX8AL_Range of Values
LBX8AL,LBX8AL - Octanaldehyde (ng/mL),.,Missing,868,LBX8AL_.,LBX8AL_Missing
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,0,At or above detection limit,226,LBD8ALC_0,LBD8ALC_At or above detection limit
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,1,Below lower detection limit,1230,LBD8ALC_1,LBD8ALC_Below lower detection limit
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD8ALC_2,LBD8ALC_Detectable result and exceeds the calibrated range of assay
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,.,Missing,868,LBD8ALC_.,LBD8ALC_Missing
LBXTLAL,LBXTLAL - o-Tolualdehyde (ng/mL),0.1 to 2.38,Range of Values,1561,LBXTLAL_0.1 to 2.38,LBXTLAL_Range of Values
LBXTLAL,LBXTLAL - o-Tolualdehyde (ng/mL),.,Missing,763,LBXTLAL_.,LBXTLAL_Missing
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,0,At or above detection limit,63,LBDTLALC_0,LBDTLALC_At or above detection limit
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,1,Below lower detection limit,1498,LBDTLALC_1,LBDTLALC_Below lower detection limit
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDTLALC_2,LBDTLALC_Detectable result and exceeds the calibrated range of assay
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,.,Missing,763,LBDTLALC_.,LBDTLALC_Missing
LBX5AL,LBX5AL - Pentanaldehyde (ng/mL),0.223 to 6.61,Range of Values,1768,LBX5AL_0.223 to 6.61,LBX5AL_Range of Values
LBX5AL,LBX5AL - Pentanaldehyde (ng/mL),.,Missing,556,LBX5AL_.,LBX5AL_Missing
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,0,At or above detection limit,592,LBD5ALC_0,LBD5ALC_At or above detection limit
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,1,Below lower detection limit,1176,LBD5ALC_1,LBD5ALC_Below lower detection limit
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD5ALC_2,LBD5ALC_Detectable result and exceeds the calibrated range of assay
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,.,Missing,556,LBD5ALC_.,LBD5ALC_Missing
LBX3AL,LBX3AL - Propanaldehyde (ng/mL),0.82 to 8.39,Range of Values,1714,LBX3AL_0.82 to 8.39,LBX3AL_Range of Values
LBX3AL,LBX3AL - Propanaldehyde (ng/mL),.,Missing,610,LBX3AL_.,LBX3AL_Missing
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,0,At or above detection limit,1513,LBD3ALC_0,LBD3ALC_At or above detection limit
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,1,Below lower detection limit,201,LBD3ALC_1,LBD3ALC_Below lower detection limit
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD3ALC_2,LBD3ALC_Detectable result and exceeds the calibrated range of assay
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,.,Missing,610,LBD3ALC_.,LBD3ALC_Missing
WTALDS2Y,WTALDS2Y - Two Year Aldehyde Smoking Weights,0 to 511460.1478,Range of Values,2605,WTALDS2Y_0 to 511460.1478,WTALDS2Y_Range of Values
WTALDS2Y,WTALDS2Y - Two Year Aldehyde Smoking Weights,.,Missing,0,WTALDS2Y_.,WTALDS2Y_Missing
LBXBZAL,LBXBZAL - Benzaldehyde (ng/mL),0.326 to 28.2,Range of Values,1661,LBXBZAL_0.326 to 28.2,LBXBZAL_Range of Values
LBXBZAL,LBXBZAL - Benzaldehyde (ng/mL),.,Missing,944,LBXBZAL_.,LBXBZAL_Missing
LBDBZLC,LBDBZLC - Benzaldehyde Comment Code,0,At or above detection limit,1527,LBDBZLC_0,LBDBZLC_At or above detection limit
LBDBZLC,LBDBZLC - Benzaldehyde Comment Code,1,Below lower detection limit,134,LBDBZLC_1,LBDBZLC_Below lower detection limit
LBDBZLC,LBDBZLC - Benzaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDBZLC_2,LBDBZLC_Detectable result and exceeds the calibrated range of assay
LBDBZLC,LBDBZLC - Benzaldehyde Comment Code,.,Missing,944,LBDBZLC_.,LBDBZLC_Missing
LBX4AL,LBX4AL - Butyraldehyde (ng/mL),0.221 to 16.9,Range of Values,1952,LBX4AL_0.221 to 16.9,LBX4AL_Range of Values
LBX4AL,LBX4AL - Butyraldehyde (ng/mL),.,Missing,653,LBX4AL_.,LBX4AL_Missing
LBD4ALC,LBD4ALC - Butyraldehyde Comment Code,0,At or above detection limit,1600,LBD4ALC_0,LBD4ALC_At or above detection limit
LBD4ALC,LBD4ALC - Butyraldehyde Comment Code,1,Below lower detection limit,352,LBD4ALC_1,LBD4ALC_Below lower detection limit
LBD4ALC,LBD4ALC - Butyraldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD4ALC_2,LBD4ALC_Detectable result and exceeds the calibrated range of assay
LBD4ALC,LBD4ALC - Butyraldehyde Comment Code,.,Missing,653,LBD4ALC_.,LBD4ALC_Missing
LBXCRAL,LBXCRAL - Crotonaldehyde (ng/mL),0.104 to 2.44,Range of Values,1948,LBXCRAL_0.104 to 2.44,LBXCRAL_Range of Values
LBXCRAL,LBXCRAL - Crotonaldehyde (ng/mL),.,Missing,657,LBXCRAL_.,LBXCRAL_Missing
LBDCRLC,LBDCRLC - Crotonaldehyde Comment Code,0,At or above detection limit,711,LBDCRLC_0,LBDCRLC_At or above detection limit
LBDCRLC,LBDCRLC - Crotonaldehyde Comment Code,1,Below lower detection limit,1237,LBDCRLC_1,LBDCRLC_Below lower detection limit
LBDCRLC,LBDCRLC - Crotonaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDCRLC_2,LBDCRLC_Detectable result and exceeds the calibrated range of assay
LBDCRLC,LBDCRLC - Crotonaldehyde Comment Code,.,Missing,657,LBDCRLC_.,LBDCRLC_Missing
LBX10AL,LBX10AL - Decanaldehyde (ng/mL),2.76 to 13.3,Range of Values,1604,LBX10AL_2.76 to 13.3,LBX10AL_Range of Values
LBX10AL,LBX10AL - Decanaldehyde (ng/mL),.,Missing,1001,LBX10AL_.,LBX10AL_Missing
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,0,At or above detection limit,12,LBD10ALC_0,LBD10ALC_At or above detection limit
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,1,Below lower detection limit,1592,LBD10ALC_1,LBD10ALC_Below lower detection limit
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD10ALC_2,LBD10ALC_Detectable result and exceeds the calibrated range of assay
LBD10ALC,LBD10ALC - Decanaldehyde Comment Code,.,Missing,1001,LBD10ALC_.,LBD10ALC_Missing
LBX7AL,LBX7AL - Heptanaldehyde (ng/mL),0.221 to 3.83,Range of Values,1725,LBX7AL_0.221 to 3.83,LBX7AL_Range of Values
LBX7AL,LBX7AL - Heptanaldehyde (ng/mL),.,Missing,880,LBX7AL_.,LBX7AL_Missing
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,0,At or above detection limit,1586,LBD7ALC_0,LBD7ALC_At or above detection limit
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,1,Below lower detection limit,139,LBD7ALC_1,LBD7ALC_Below lower detection limit
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD7ALC_2,LBD7ALC_Detectable result and exceeds the calibrated range of assay
LBD7ALC,LBD7ALC - Heptanaldehyde Comment Code,.,Missing,880,LBD7ALC_.,LBD7ALC_Missing
LBX6AL,LBX6AL - Hexanaldehyde (ng/mL),0.49 to 62.1,Range of Values,1751,LBX6AL_0.49 to 62.1,LBX6AL_Range of Values
LBX6AL,LBX6AL - Hexanaldehyde (ng/mL),.,Missing,854,LBX6AL_.,LBX6AL_Missing
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,0,At or above detection limit,1708,LBD6ALC_0,LBD6ALC_At or above detection limit
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,1,Below lower detection limit,43,LBD6ALC_1,LBD6ALC_Below lower detection limit
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD6ALC_2,LBD6ALC_Detectable result and exceeds the calibrated range of assay
LBD6ALC,LBD6ALC - Hexanaldehyde Comment Code,.,Missing,854,LBD6ALC_.,LBD6ALC_Missing
LBXI5AL,LBXI5AL - Isopentanaldehyde (ng/mL),0.13 to 4.57,Range of Values,2013,LBXI5AL_0.13 to 4.57,LBXI5AL_Range of Values
LBXI5AL,LBXI5AL - Isopentanaldehyde (ng/mL),.,Missing,592,LBXI5AL_.,LBXI5AL_Missing
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,0,At or above detection limit,1998,LBDI5ALC_0,LBDI5ALC_At or above detection limit
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,1,Below lower detection limit,15,LBDI5ALC_1,LBDI5ALC_Below lower detection limit
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDI5ALC_2,LBDI5ALC_Detectable result and exceeds the calibrated range of assay
LBDI5ALC,LBDI5ALC - Isopentanaldehyde Comment Code,.,Missing,592,LBDI5ALC_.,LBDI5ALC_Missing
LBX9AL,LBX9AL - Nonanaldehyde (ng/mL),1.86 to 39.8,Range of Values,1737,LBX9AL_1.86 to 39.8,LBX9AL_Range of Values
LBX9AL,LBX9AL - Nonanaldehyde (ng/mL),.,Missing,868,LBX9AL_.,LBX9AL_Missing
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,0,At or above detection limit,674,LBD9ALC_0,LBD9ALC_At or above detection limit
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,1,Below lower detection limit,1063,LBD9ALC_1,LBD9ALC_Below lower detection limit
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD9ALC_2,LBD9ALC_Detectable result and exceeds the calibrated range of assay
LBD9ALC,LBD9ALC - Nonanaldehyde Comment Code,.,Missing,868,LBD9ALC_.,LBD9ALC_Missing
LBX8AL,LBX8AL - Octanaldehyde (ng/mL),0.467 to 3.61,Range of Values,1652,LBX8AL_0.467 to 3.61,LBX8AL_Range of Values
LBX8AL,LBX8AL - Octanaldehyde (ng/mL),.,Missing,953,LBX8AL_.,LBX8AL_Missing
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,0,At or above detection limit,255,LBD8ALC_0,LBD8ALC_At or above detection limit
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,1,Below lower detection limit,1397,LBD8ALC_1,LBD8ALC_Below lower detection limit
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD8ALC_2,LBD8ALC_Detectable result and exceeds the calibrated range of assay
LBD8ALC,LBD8ALC - Octanaldehyde Comment Code,.,Missing,953,LBD8ALC_.,LBD8ALC_Missing
LBXTLAL,LBXTLAL - o-Tolualdehyde (ng/mL),0.1 to 2.38,Range of Values,1772,LBXTLAL_0.1 to 2.38,LBXTLAL_Range of Values
LBXTLAL,LBXTLAL - o-Tolualdehyde (ng/mL),.,Missing,833,LBXTLAL_.,LBXTLAL_Missing
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,0,At or above detection limit,69,LBDTLALC_0,LBDTLALC_At or above detection limit
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,1,Below lower detection limit,1703,LBDTLALC_1,LBDTLALC_Below lower detection limit
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBDTLALC_2,LBDTLALC_Detectable result and exceeds the calibrated range of assay
LBDTLALC,LBDTLALC - o-Tolualdehyde Comment Code,.,Missing,833,LBDTLALC_.,LBDTLALC_Missing
LBX5AL,LBX5AL - Pentanaldehyde (ng/mL),0.223 to 6.61,Range of Values,1970,LBX5AL_0.223 to 6.61,LBX5AL_Range of Values
LBX5AL,LBX5AL - Pentanaldehyde (ng/mL),.,Missing,635,LBX5AL_.,LBX5AL_Missing
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,0,At or above detection limit,704,LBD5ALC_0,LBD5ALC_At or above detection limit
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,1,Below lower detection limit,1266,LBD5ALC_1,LBD5ALC_Below lower detection limit
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD5ALC_2,LBD5ALC_Detectable result and exceeds the calibrated range of assay
LBD5ALC,LBD5ALC - Pentanaldehyde Comment Code,.,Missing,635,LBD5ALC_.,LBD5ALC_Missing
LBX3AL,LBX3AL - Propanaldehyde (ng/mL),0.82 to 17.7,Range of Values,1920,LBX3AL_0.82 to 17.7,LBX3AL_Range of Values
LBX3AL,LBX3AL - Propanaldehyde (ng/mL),.,Missing,685,LBX3AL_.,LBX3AL_Missing
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,0,At or above detection limit,1744,LBD3ALC_0,LBD3ALC_At or above detection limit
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,1,Below lower detection limit,176,LBD3ALC_1,LBD3ALC_Below lower detection limit
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,2,Detectable result and exceeds the calibrated range of assay,0,LBD3ALC_2,LBD3ALC_Detectable result and exceeds the calibrated range of assay
LBD3ALC,LBD3ALC - Propanaldehyde Comment Code,.,Missing,685,LBD3ALC_.,LBD3ALC_Missing
SSTCAMFI,SSTCAMFI - Toxocara mean florescent intensity,-9 to 20830.5,Range of Values,6600,SSTCAMFI_-9 to 20830.5,SSTCAMFI_Range of Values
SSTCAMFI,SSTCAMFI - Toxocara mean florescent intensity,.,Missing,0,SSTCAMFI_.,SSTCAMFI_Missing
SSTCAR,SSTCAR - Toxocara antibody result,1,Positive,371,SSTCAR_1,SSTCAR_Positive
SSTCAR,SSTCAR - Toxocara antibody result,2,Negative,6229,SSTCAR_2,SSTCAR_Negative
SSTCAR,SSTCAR - Toxocara antibody result,.,Missing,0,SSTCAR_.,SSTCAR_Missing
WTSAF2YR,WTSAF2YR - Fasting Subsample 2 Year MEC Weight,12937.987305 to 395978.46579,Range of Values,2927,WTSAF2YR_12937.987305 to 395978.46579,WTSAF2YR_Range of Values
WTSAF2YR,WTSAF2YR - Fasting Subsample 2 Year MEC Weight,0,No Lab Result,402,WTSAF2YR_0,WTSAF2YR_No Lab Result
WTSAF2YR,WTSAF2YR - Fasting Subsample 2 Year MEC Weight,.,Missing,0,WTSAF2YR_.,WTSAF2YR_Missing
LBXAPB,LBXAPB - Apolipoprotein (B) (mg/dL),20 to 234,Range of Values,3145,LBXAPB_20 to 234,LBXAPB_Range of Values
LBXAPB,LBXAPB - Apolipoprotein (B) (mg/dL),.,Missing,184,LBXAPB_.,LBXAPB_Missing
LBDAPBSI,LBDAPBSI - Apolipoprotein (B) (g/L),0.2 to 2.34,Range of Values,3145,LBDAPBSI_0.2 to 2.34,LBDAPBSI_Range of Values
LBDAPBSI,LBDAPBSI - Apolipoprotein (B) (g/L),.,Missing,184,LBDAPBSI_.,LBDAPBSI_Missing
WTSA2YR,WTSA2YR - Subsample A Weights,16284.37488 to 530325.34726,Range of Values,2724,WTSA2YR_16284.37488 to 530325.34726,WTSA2YR_Range of Values
WTSA2YR,WTSA2YR - Subsample A Weights,0,No Lab samples,31,WTSA2YR_0,WTSA2YR_No Lab samples
WTSA2YR,WTSA2YR - Subsample A Weights,.,Missing,0,WTSA2YR_.,WTSA2YR_Missing
URXUAS,"URXUAS - Urinary arsenic, total (ug/L)",0.28 to 1071.3,Range of Values,2662,URXUAS_0.28 to 1071.3,URXUAS_Range of Values
URXUAS,"URXUAS - Urinary arsenic, total (ug/L)",.,Missing,93,URXUAS_.,URXUAS_Missing
URXUCR,URXUCR - Urinary creatinine ,5 to 546,Range of Values,2681,URXUCR_5 to 546,URXUCR_Range of Values
URXUCR,URXUCR - Urinary creatinine ,.,Missing,74,URXUCR_.,URXUCR_Missing
WTFSM ,WTFSM  - Smoking weights,6426.9076775 to 456840.9815,Range of Values,2546,WTFSM _6426.9076775 to 456840.9815,WTFSM _Range of Values
WTFSM ,WTFSM  - Smoking weights,0,No Lab Result,59,WTFSM _0,WTFSM _No Lab Result
WTFSM ,WTFSM  - Smoking weights,.,Missing,0,WTFSM _.,WTFSM _Missing
URXUAS,"URXUAS - Urinary arsenic, total (ug/L)",0.28 to 903.84,Range of Values,2525,URXUAS_0.28 to 903.84,URXUAS_Range of Values
URXUAS,"URXUAS - Urinary arsenic, total (ug/L)",.,Missing,80,URXUAS_.,URXUAS_Missing
URXUCR ,URXUCR  - Urinary creatinine,5 to 546,Range of Values,2551,URXUCR _5 to 546,URXUCR _Range of Values
URXUCR ,URXUCR  - Urinary creatinine,.,Missing,54,URXUCR _.,URXUCR _Missing
WTSA2YR,WTSA2YR - Subsample A weights,16284.37488 to 530325.34726,Range of Values,2724,WTSA2YR_16284.37488 to 530325.34726,WTSA2YR_Range of Values
WTSA2YR,WTSA2YR - Subsample A weights,0,No Lab samples,31,WTSA2YR_0,WTSA2YR_No Lab samples
WTSA2YR,WTSA2YR - Subsample A weights,.,Missing,0,WTSA2YR_.,WTSA2YR_Missing
URXUCR  ,"URXUCR   - Creatinine, urine (mg/dL)",5 to 546,Range of Values,2681,URXUCR  _5 to 546,URXUCR  _Range of Values
URXUCR  ,"URXUCR   - Creatinine, urine (mg/dL)",.,Missing,74,URXUCR  _.,URXUCR  _Missing
URXUAS3 ,URXUAS3  - Urinary Arsenous acid (ug/L),0.08 to 6.71,Range of Values,2654,URXUAS3 _0.08 to 6.71,URXUAS3 _Range of Values
URXUAS3 ,URXUAS3  - Urinary Arsenous acid (ug/L),.,Missing,101,URXUAS3 _.,URXUAS3 _Missing
URDUA3LC,URDUA3LC - Urinary Arsenous acid comment code,0,At or above the detection limit,1920,URDUA3LC_0,URDUA3LC_At or above the detection limit
URDUA3LC,URDUA3LC - Urinary Arsenous acid comment code,1,Below lower detection limit,734,URDUA3LC_1,URDUA3LC_Below lower detection limit
URDUA3LC,URDUA3LC - Urinary Arsenous acid comment code,.,Missing,101,URDUA3LC_.,URDUA3LC_Missing
URXUAS5 ,URXUAS5  - Urinary Arsenic acid (ug/L),0.56 to 8.02,Range of Values,2654,URXUAS5 _0.56 to 8.02,URXUAS5 _Range of Values
