short_title,title,code or value,description,count,Lookup,Column
OHX04TC,OHX04TC - Tooth Count:  #4,3,Dental implant,14,OHX04TC_3,OHX04TC_Dental implant
OHX04TC,OHX04TC - Tooth Count:  #4,4,Tooth not present,1542,OHX04TC_4,OHX04TC_Tooth not present
OHX04TC,OHX04TC - Tooth Count:  #4,5,Permanent dental root fragment present,95,OHX04TC_5,OHX04TC_Permanent dental root fragment present
OHX04TC,OHX04TC - Tooth Count:  #4,9,Could not assess,0,OHX04TC_9,OHX04TC_Could not assess
OHX04TC,OHX04TC - Tooth Count:  #4,.,Missing,454,OHX04TC_.,OHX04TC_Missing
OHX05TC,OHX05TC - Tooth Count:  #5,1,Primary tooth (deciduous) present,1875,OHX05TC_1,OHX05TC_Primary tooth (deciduous) present
OHX05TC,OHX05TC - Tooth Count:  #5,2,Permanent tooth present,5436,OHX05TC_2,OHX05TC_Permanent tooth present
OHX05TC,OHX05TC - Tooth Count:  #5,3,Dental implant,11,OHX05TC_3,OHX05TC_Dental implant
OHX05TC,OHX05TC - Tooth Count:  #5,4,Tooth not present,1542,OHX05TC_4,OHX05TC_Tooth not present
OHX05TC,OHX05TC - Tooth Count:  #5,5,Permanent dental root fragment present,104,OHX05TC_5,OHX05TC_Permanent dental root fragment present
OHX05TC,OHX05TC - Tooth Count:  #5,9,Could not assess,0,OHX05TC_9,OHX05TC_Could not assess
OHX05TC,OHX05TC - Tooth Count:  #5,.,Missing,454,OHX05TC_.,OHX05TC_Missing
OHX06TC,OHX06TC - Tooth Count:  #6,1,Primary tooth (deciduous) present,1982,OHX06TC_1,OHX06TC_Primary tooth (deciduous) present
OHX06TC,OHX06TC - Tooth Count:  #6,2,Permanent tooth present,5934,OHX06TC_2,OHX06TC_Permanent tooth present
OHX06TC,OHX06TC - Tooth Count:  #6,3,Dental implant,6,OHX06TC_3,OHX06TC_Dental implant
OHX06TC,OHX06TC - Tooth Count:  #6,4,Tooth not present,980,OHX06TC_4,OHX06TC_Tooth not present
OHX06TC,OHX06TC - Tooth Count:  #6,5,Permanent dental root fragment present,66,OHX06TC_5,OHX06TC_Permanent dental root fragment present
OHX06TC,OHX06TC - Tooth Count:  #6,9,Could not assess,0,OHX06TC_9,OHX06TC_Could not assess
OHX06TC,OHX06TC - Tooth Count:  #6,.,Missing,454,OHX06TC_.,OHX06TC_Missing
OHX07TC,OHX07TC - Tooth Count:  #7,1,Primary tooth (deciduous) present,1438,OHX07TC_1,OHX07TC_Primary tooth (deciduous) present
OHX07TC,OHX07TC - Tooth Count:  #7,2,Permanent tooth present,6391,OHX07TC_2,OHX07TC_Permanent tooth present
OHX07TC,OHX07TC - Tooth Count:  #7,3,Dental implant,13,OHX07TC_3,OHX07TC_Dental implant
OHX07TC,OHX07TC - Tooth Count:  #7,4,Tooth not present,1051,OHX07TC_4,OHX07TC_Tooth not present
OHX07TC,OHX07TC - Tooth Count:  #7,5,Permanent dental root fragment present,75,OHX07TC_5,OHX07TC_Permanent dental root fragment present
OHX07TC,OHX07TC - Tooth Count:  #7,9,Could not assess,0,OHX07TC_9,OHX07TC_Could not assess
OHX07TC,OHX07TC - Tooth Count:  #7,.,Missing,454,OHX07TC_.,OHX07TC_Missing
OHX08TC,OHX08TC - Tooth Count:  #8,1,Primary tooth (deciduous) present,1253,OHX08TC_1,OHX08TC_Primary tooth (deciduous) present
OHX08TC,OHX08TC - Tooth Count:  #8,2,Permanent tooth present,6648,OHX08TC_2,OHX08TC_Permanent tooth present
OHX08TC,OHX08TC - Tooth Count:  #8,3,Dental implant,9,OHX08TC_3,OHX08TC_Dental implant
OHX08TC,OHX08TC - Tooth Count:  #8,4,Tooth not present,1004,OHX08TC_4,OHX08TC_Tooth not present
OHX08TC,OHX08TC - Tooth Count:  #8,5,Permanent dental root fragment present,54,OHX08TC_5,OHX08TC_Permanent dental root fragment present
OHX08TC,OHX08TC - Tooth Count:  #8,9,Could not assess,0,OHX08TC_9,OHX08TC_Could not assess
OHX08TC,OHX08TC - Tooth Count:  #8,.,Missing,454,OHX08TC_.,OHX08TC_Missing
OHX09TC,OHX09TC - Tooth Count:  #9,1,Primary tooth (deciduous) present,1238,OHX09TC_1,OHX09TC_Primary tooth (deciduous) present
OHX09TC,OHX09TC - Tooth Count:  #9,2,Permanent tooth present,6666,OHX09TC_2,OHX09TC_Permanent tooth present
OHX09TC,OHX09TC - Tooth Count:  #9,3,Dental implant,15,OHX09TC_3,OHX09TC_Dental implant
OHX09TC,OHX09TC - Tooth Count:  #9,4,Tooth not present,990,OHX09TC_4,OHX09TC_Tooth not present
OHX09TC,OHX09TC - Tooth Count:  #9,5,Permanent dental root fragment present,59,OHX09TC_5,OHX09TC_Permanent dental root fragment present
OHX09TC,OHX09TC - Tooth Count:  #9,9,Could not assess,0,OHX09TC_9,OHX09TC_Could not assess
OHX09TC,OHX09TC - Tooth Count:  #9,.,Missing,454,OHX09TC_.,OHX09TC_Missing
OHX10TC,OHX10TC - Tooth Count:  #10,1,Primary tooth (deciduous) present,1426,OHX10TC_1,OHX10TC_Primary tooth (deciduous) present
OHX10TC,OHX10TC - Tooth Count:  #10,2,Permanent tooth present,6415,OHX10TC_2,OHX10TC_Permanent tooth present
OHX10TC,OHX10TC - Tooth Count:  #10,3,Dental implant,6,OHX10TC_3,OHX10TC_Dental implant
OHX10TC,OHX10TC - Tooth Count:  #10,4,Tooth not present,1048,OHX10TC_4,OHX10TC_Tooth not present
OHX10TC,OHX10TC - Tooth Count:  #10,5,Permanent dental root fragment present,73,OHX10TC_5,OHX10TC_Permanent dental root fragment present
OHX10TC,OHX10TC - Tooth Count:  #10,9,Could not assess,0,OHX10TC_9,OHX10TC_Could not assess
OHX10TC,OHX10TC - Tooth Count:  #10,.,Missing,454,OHX10TC_.,OHX10TC_Missing
OHX11TC,OHX11TC - Tooth Count:  #11,1,Primary tooth (deciduous) present,1991,OHX11TC_1,OHX11TC_Primary tooth (deciduous) present
