short_title,title,code or value,description,count,Lookup,Column
ALQ110,ALQ110 - Had at least 12 alcohol drinks/lifetime?,9,Don't know,4,ALQ110_9,ALQ110_Don't know
ALQ110,ALQ110 - Had at least 12 alcohol drinks/lifetime?,.,Missing,4293,ALQ110_.,ALQ110_Missing
ALQ120Q,ALQ120Q - How often drink alcohol over past 12 mos,0 to 365,Range of Values,4475,ALQ120Q_0 to 365,ALQ120Q_Range of Values
ALQ120Q,ALQ120Q - How often drink alcohol over past 12 mos,777,Refused,0,ALQ120Q_777,ALQ120Q_Refused
ALQ120Q,ALQ120Q - How often drink alcohol over past 12 mos,999,Don't know,4,ALQ120Q_999,ALQ120Q_Don't know
ALQ120Q,ALQ120Q - How often drink alcohol over past 12 mos,.,Missing,1445,ALQ120Q_.,ALQ120Q_Missing
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",1,Week,1461,ALQ120U_1,ALQ120U_Week
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",2,Month,953,ALQ120U_2,ALQ120U_Month
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",3,Year,1179,ALQ120U_3,ALQ120U_Year
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",7,Refused,0,ALQ120U_7,ALQ120U_Refused
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",9,Don't know,0,ALQ120U_9,ALQ120U_Don't know
ALQ120U,"ALQ120U - # days drink alcohol per wk, mo, yr",.,Missing,2331,ALQ120U_.,ALQ120U_Missing
ALQ130,ALQ130 - Avg # alcoholic drinks/day - past 12 mos,1 to 25,Range of Values,3593,ALQ130_1 to 25,ALQ130_Range of Values
ALQ130,ALQ130 - Avg # alcoholic drinks/day - past 12 mos,777,Refused,0,ALQ130_777,ALQ130_Refused
ALQ130,ALQ130 - Avg # alcoholic drinks/day - past 12 mos,999,Don't know,3,ALQ130_999,ALQ130_Don't know
ALQ130,ALQ130 - Avg # alcoholic drinks/day - past 12 mos,.,Missing,2328,ALQ130_.,ALQ130_Missing
ALQ141Q,ALQ141Q  - # days have 4/5 drinks - past 12 mos,0 to 350,Range of Values,3588,ALQ141Q_0 to 350,ALQ141Q_Range of Values
ALQ141Q,ALQ141Q  - # days have 4/5 drinks - past 12 mos,777,Refused,0,ALQ141Q_777,ALQ141Q_Refused
ALQ141Q,ALQ141Q  - # days have 4/5 drinks - past 12 mos,999,Don't know,7,ALQ141Q_999,ALQ141Q_Don't know
ALQ141Q,ALQ141Q  - # days have 4/5 drinks - past 12 mos,.,Missing,2329,ALQ141Q_.,ALQ141Q_Missing
ALQ141U,"ALQ141U  - # days per week, month, year?",1,Week,361,ALQ141U_1,ALQ141U_Week
ALQ141U,"ALQ141U  - # days per week, month, year?",2,Month,264,ALQ141U_2,ALQ141U_Month
ALQ141U,"ALQ141U  - # days per week, month, year?",3,Year,839,ALQ141U_3,ALQ141U_Year
ALQ141U,"ALQ141U  - # days per week, month, year?",7,Refused,0,ALQ141U_7,ALQ141U_Refused
ALQ141U,"ALQ141U  - # days per week, month, year?",9,Don't know,0,ALQ141U_9,ALQ141U_Don't know
ALQ141U,"ALQ141U  - # days per week, month, year?",.,Missing,4460,ALQ141U_.,ALQ141U_Missing
ALQ151,ALQ151   - Ever have 4/5 or more drinks every day?,1,Yes,736,ALQ151_1,ALQ151_Yes
ALQ151,ALQ151   - Ever have 4/5 or more drinks every day?,2,No,3740,ALQ151_2,ALQ151_No
ALQ151,ALQ151   - Ever have 4/5 or more drinks every day?,7,Refused,0,ALQ151_7,ALQ151_Refused
ALQ151,ALQ151   - Ever have 4/5 or more drinks every day?,9,Don't know,1,ALQ151_9,ALQ151_Don't know
ALQ151,ALQ151   - Ever have 4/5 or more drinks every day?,.,Missing,1447,ALQ151_.,ALQ151_Missing
ALQ160,ALQ160   - # days have 4/5 or more drinks in 2 hrs,0 to 30,Range of Values,1865,ALQ160_0 to 30,ALQ160_Range of Values
ALQ160,ALQ160   - # days have 4/5 or more drinks in 2 hrs,777,Refused,0,ALQ160_777,ALQ160_Refused
ALQ160,ALQ160   - # days have 4/5 or more drinks in 2 hrs,999,Don't know,1,ALQ160_999,ALQ160_Don't know
ALQ160,ALQ160   - # days have 4/5 or more drinks in 2 hrs,.,Missing,4058,ALQ160_.,ALQ160_Missing
BPQ020,BPQ020 - Ever told you had high blood pressure,1,Yes,2174,BPQ020_1,BPQ020_Yes
BPQ020,BPQ020 - Ever told you had high blood pressure,2,No,4285,BPQ020_2,BPQ020_No
BPQ020,BPQ020 - Ever told you had high blood pressure,7,Refused,0,BPQ020_7,BPQ020_Refused
BPQ020,BPQ020 - Ever told you had high blood pressure,9,Don't know,5,BPQ020_9,BPQ020_Don't know
BPQ020,BPQ020 - Ever told you had high blood pressure,.,Missing,0,BPQ020_.,BPQ020_Missing
BPQ030,BPQ030 - Told had high blood pressure - 2+ times,1,Yes,1738,BPQ030_1,BPQ030_Yes
BPQ030,BPQ030 - Told had high blood pressure - 2+ times,2,No,428,BPQ030_2,BPQ030_No
BPQ030,BPQ030 - Told had high blood pressure - 2+ times,7,Refused,0,BPQ030_7,BPQ030_Refused
BPQ030,BPQ030 - Told had high blood pressure - 2+ times,9,Don't know,8,BPQ030_9,BPQ030_Don't know
BPQ030,BPQ030 - Told had high blood pressure - 2+ times,.,Missing,4290,BPQ030_.,BPQ030_Missing
BPD035,BPD035 - Age told had hypertension,10 to 79,Range of Values,2100,BPD035_10 to 79,BPD035_Range of Values
BPD035,BPD035 - Age told had hypertension,80,80 years or older,35,BPD035_80,BPD035_80 years or older
BPD035,BPD035 - Age told had hypertension,777,Refused,1,BPD035_777,BPD035_Refused
BPD035,BPD035 - Age told had hypertension,999,Don't know,28,BPD035_999,BPD035_Don't know
BPD035,BPD035 - Age told had hypertension,.,Missing,4300,BPD035_.,BPD035_Missing
BPQ040A,BPQ040A - Taking prescription for hypertension,1,Yes,1815,BPQ040A_1,BPQ040A_Yes
BPQ040A,BPQ040A - Taking prescription for hypertension,2,No,357,BPQ040A_2,BPQ040A_No
BPQ040A,BPQ040A - Taking prescription for hypertension,7,Refused,0,BPQ040A_7,BPQ040A_Refused
BPQ040A,BPQ040A - Taking prescription for hypertension,9,Don't know,2,BPQ040A_9,BPQ040A_Don't know
BPQ040A,BPQ040A - Taking prescription for hypertension,.,Missing,4290,BPQ040A_.,BPQ040A_Missing
BPQ050A,BPQ050A - Now taking prescribed medicine for HBP,1,Yes,1586,BPQ050A_1,BPQ050A_Yes
BPQ050A,BPQ050A - Now taking prescribed medicine for HBP,2,No,228,BPQ050A_2,BPQ050A_No
BPQ050A,BPQ050A - Now taking prescribed medicine for HBP,7,Refused,0,BPQ050A_7,BPQ050A_Refused
BPQ050A,BPQ050A - Now taking prescribed medicine for HBP,9,Don't know,1,BPQ050A_9,BPQ050A_Don't know
BPQ050A,BPQ050A - Now taking prescribed medicine for HBP,.,Missing,4649,BPQ050A_.,BPQ050A_Missing
BPQ056,BPQ056 - Take blood pressure at home last 12 mos?,1,Yes,1579,BPQ056_1,BPQ056_Yes
BPQ056,BPQ056 - Take blood pressure at home last 12 mos?,2,No,4883,BPQ056_2,BPQ056_No
BPQ056,BPQ056 - Take blood pressure at home last 12 mos?,7,Refused,0,BPQ056_7,BPQ056_Refused
BPQ056,BPQ056 - Take blood pressure at home last 12 mos?,9,Don't know,2,BPQ056_9,BPQ056_Don't know
BPQ056,BPQ056 - Take blood pressure at home last 12 mos?,.,Missing,0,BPQ056_.,BPQ056_Missing
BPD058,BPD058 - How often checked BP at home last 12 mos,1 to 2704,Range of Values,1574,BPD058_1 to 2704,BPD058_Range of Values
BPD058,BPD058 - How often checked BP at home last 12 mos,7777,Refused,0,BPD058_7777,BPD058_Refused
BPD058,BPD058 - How often checked BP at home last 12 mos,9999,Don't know,5,BPD058_9999,BPD058_Don't know
BPD058,BPD058 - How often checked BP at home last 12 mos,.,Missing,4885,BPD058_.,BPD058_Missing
BPQ059,BPQ059 - Doctor tell you to take BP at home?,1,Yes,862,BPQ059_1,BPQ059_Yes
BPQ059,BPQ059 - Doctor tell you to take BP at home?,2,No,5601,BPQ059_2,BPQ059_No
BPQ059,BPQ059 - Doctor tell you to take BP at home?,7,Refused,1,BPQ059_7,BPQ059_Refused
BPQ059,BPQ059 - Doctor tell you to take BP at home?,9,Don't know,0,BPQ059_9,BPQ059_Don't know
BPQ059,BPQ059 - Doctor tell you to take BP at home?,.,Missing,0,BPQ059_.,BPQ059_Missing
BPQ080,BPQ080 - Doctor told you - high cholesterol level,1,Yes,2037,BPQ080_1,BPQ080_Yes
BPQ080,BPQ080 - Doctor told you - high cholesterol level,2,No,4391,BPQ080_2,BPQ080_No
BPQ080,BPQ080 - Doctor told you - high cholesterol level,7,Refused,0,BPQ080_7,BPQ080_Refused
BPQ080,BPQ080 - Doctor told you - high cholesterol level,9,Don't know,36,BPQ080_9,BPQ080_Don't know
BPQ080,BPQ080 - Doctor told you - high cholesterol level,.,Missing,0,BPQ080_.,BPQ080_Missing
BPQ060,BPQ060 - Ever had blood cholesterol checked,1,Yes,2583,BPQ060_1,BPQ060_Yes
BPQ060,BPQ060 - Ever had blood cholesterol checked,2,No,1689,BPQ060_2,BPQ060_No
BPQ060,BPQ060 - Ever had blood cholesterol checked,7,Refused,3,BPQ060_7,BPQ060_Refused
BPQ060,BPQ060 - Ever had blood cholesterol checked,9,Don't know,152,BPQ060_9,BPQ060_Don't know
BPQ060,BPQ060 - Ever had blood cholesterol checked,.,Missing,2037,BPQ060_.,BPQ060_Missing
BPQ070,BPQ070 - When blood cholesterol last checked,1,"Less than 1 year ago,",2998,BPQ070_1,"BPQ070_Less than 1 year ago,"
BPQ070,BPQ070 - When blood cholesterol last checked,2,"1 year but less than 2 years ago,",817,BPQ070_2,"BPQ070_1 year but less than 2 years ago,"
BPQ070,BPQ070 - When blood cholesterol last checked,3,"2 years but less than 5 years ago, or",535,BPQ070_3,"BPQ070_2 years but less than 5 years ago, or"
BPQ070,BPQ070 - When blood cholesterol last checked,4,5 years or more?,240,BPQ070_4,BPQ070_5 years or more?
BPQ070,BPQ070 - When blood cholesterol last checked,7,Refused,0,BPQ070_7,BPQ070_Refused
BPQ070,BPQ070 - When blood cholesterol last checked,9,Don't know,30,BPQ070_9,BPQ070_Don't know
BPQ070,BPQ070 - When blood cholesterol last checked,.,Missing,1844,BPQ070_.,BPQ070_Missing
BPQ090D,BPQ090D - Told to take prescriptn for cholesterol,1,Yes,1450,BPQ090D_1,BPQ090D_Yes
BPQ090D,BPQ090D - Told to take prescriptn for cholesterol,2,No,3163,BPQ090D_2,BPQ090D_No
BPQ090D,BPQ090D - Told to take prescriptn for cholesterol,7,Refused,0,BPQ090D_7,BPQ090D_Refused
BPQ090D,BPQ090D - Told to take prescriptn for cholesterol,9,Don't know,7,BPQ090D_9,BPQ090D_Don't know
BPQ090D,BPQ090D - Told to take prescriptn for cholesterol,.,Missing,1844,BPQ090D_.,BPQ090D_Missing
BPQ100D,BPQ100D - Now taking prescribed medicine,1,Yes,1136,BPQ100D_1,BPQ100D_Yes
BPQ100D,BPQ100D - Now taking prescribed medicine,2,No,310,BPQ100D_2,BPQ100D_No
BPQ100D,BPQ100D - Now taking prescribed medicine,7,Refused,0,BPQ100D_7,BPQ100D_Refused
BPQ100D,BPQ100D - Now taking prescribed medicine,9,Don't know,4,BPQ100D_9,BPQ100D_Don't know
BPQ100D,BPQ100D - Now taking prescribed medicine,.,Missing,5014,BPQ100D_.,BPQ100D_Missing
CDQ001,CDQ001 - SP ever had pain or discomfort in chest,1,Yes,879,CDQ001_1,CDQ001_Yes
CDQ001,CDQ001 - SP ever had pain or discomfort in chest,2,No,2934,CDQ001_2,CDQ001_No
CDQ001,CDQ001 - SP ever had pain or discomfort in chest,7,Refused,0,CDQ001_7,CDQ001_Refused
CDQ001,CDQ001 - SP ever had pain or discomfort in chest,9,Don't know,2,CDQ001_9,CDQ001_Don't know
CDQ001,CDQ001 - SP ever had pain or discomfort in chest,.,Missing,0,CDQ001_.,CDQ001_Missing
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,1,Yes,241,CDQ002_1,CDQ002_Yes
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,2,No,591,CDQ002_2,CDQ002_No
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,3,Never walks uphill or hurries,42,CDQ002_3,CDQ002_Never walks uphill or hurries
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,7,Refused,0,CDQ002_7,CDQ002_Refused
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,9,Don't know,5,CDQ002_9,CDQ002_Don't know
CDQ002,CDQ002 - SP get it walking uphill or in a hurry,.,Missing,2936,CDQ002_.,CDQ002_Missing
CDQ003,CDQ003 - During an ordinary pace on level ground,1,Yes,111,CDQ003_1,CDQ003_Yes
CDQ003,CDQ003 - During an ordinary pace on level ground,2,No,171,CDQ003_2,CDQ003_No
CDQ003,CDQ003 - During an ordinary pace on level ground,7,Refused,0,CDQ003_7,CDQ003_Refused
CDQ003,CDQ003 - During an ordinary pace on level ground,9,Don't know,1,CDQ003_9,CDQ003_Don't know
CDQ003,CDQ003 - During an ordinary pace on level ground,.,Missing,3532,CDQ003_.,CDQ003_Missing
CDQ004,CDQ004 - If so does SP continue or slow down,1,Stop or slow down,229,CDQ004_1,CDQ004_Stop or slow down
CDQ004,CDQ004 - If so does SP continue or slow down,2,Continue at the same pace,23,CDQ004_2,CDQ004_Continue at the same pace
CDQ004,CDQ004 - If so does SP continue or slow down,7,Refused,0,CDQ004_7,CDQ004_Refused
CDQ004,CDQ004 - If so does SP continue or slow down,9,Don't know,1,CDQ004_9,CDQ004_Don't know
CDQ004,CDQ004 - If so does SP continue or slow down,.,Missing,3562,CDQ004_.,CDQ004_Missing
CDQ005,CDQ005 - Does standing relieve pain/discomfort,1,Relieved,196,CDQ005_1,CDQ005_Relieved
CDQ005,CDQ005 - Does standing relieve pain/discomfort,2,Not Relieved,31,CDQ005_2,CDQ005_Not Relieved
CDQ005,CDQ005 - Does standing relieve pain/discomfort,7,Refused,0,CDQ005_7,CDQ005_Refused
CDQ005,CDQ005 - Does standing relieve pain/discomfort,9,Don't know,2,CDQ005_9,CDQ005_Don't know
CDQ005,CDQ005 - Does standing relieve pain/discomfort,.,Missing,3586,CDQ005_.,CDQ005_Missing
CDQ006,CDQ006 - How soon is the pain relieved,1,10 minutes or less,161,CDQ006_1,CDQ006_10 minutes or less
CDQ006,CDQ006 - How soon is the pain relieved,2,More than 10 minutes,35,CDQ006_2,CDQ006_More than 10 minutes
CDQ006,CDQ006 - How soon is the pain relieved,7,Refused,0,CDQ006_7,CDQ006_Refused
CDQ006,CDQ006 - How soon is the pain relieved,9,Don't know,0,CDQ006_9,CDQ006_Don't know
CDQ006,CDQ006 - How soon is the pain relieved,.,Missing,3619,CDQ006_.,CDQ006_Missing
CDQ009A,CDQ009A - Pain in right arm,1,Pain in right arm,10,CDQ009A_1,CDQ009A_Pain in right arm
CDQ009A,CDQ009A - Pain in right arm,77,Refused,1,CDQ009A_77,CDQ009A_Refused
CDQ009A,CDQ009A - Pain in right arm,99,Don't know,3,CDQ009A_99,CDQ009A_Don't know
CDQ009A,CDQ009A - Pain in right arm,.,Missing,3801,CDQ009A_.,CDQ009A_Missing
CDQ009B,CDQ009B - Pain in right chest,2,Pain in right chest,26,CDQ009B_2,CDQ009B_Pain in right chest
CDQ009B,CDQ009B - Pain in right chest,.,Missing,3789,CDQ009B_.,CDQ009B_Missing
CDQ009C,CDQ009C - Pain in neck,3,Pain in neck,29,CDQ009C_3,CDQ009C_Pain in neck
CDQ009C,CDQ009C - Pain in neck,.,Missing,3786,CDQ009C_.,CDQ009C_Missing
CDQ009D,CDQ009D - Pain in upper sternum,4,Pain in upper sternum,80,CDQ009D_4,CDQ009D_Pain in upper sternum
CDQ009D,CDQ009D - Pain in upper sternum,.,Missing,3735,CDQ009D_.,CDQ009D_Missing
CDQ009E,CDQ009E - Pain in lower sternum,5,Pain in lower sternum,36,CDQ009E_5,CDQ009E_Pain in lower sternum
CDQ009E,CDQ009E - Pain in lower sternum,.,Missing,3779,CDQ009E_.,CDQ009E_Missing
CDQ009F,CDQ009F - Pain in left chest,6,Pain in left chest,52,CDQ009F_6,CDQ009F_Pain in left chest
CDQ009F,CDQ009F - Pain in left chest,.,Missing,3763,CDQ009F_.,CDQ009F_Missing
CDQ009G,CDQ009G - Pain in left arm,7,Pain in left arm,8,CDQ009G_7,CDQ009G_Pain in left arm
CDQ009G,CDQ009G - Pain in left arm,.,Missing,3807,CDQ009G_.,CDQ009G_Missing
CDQ009H,CDQ009H - Pain in epigastric area,8,Pain in epigastric area,3,CDQ009H_8,CDQ009H_Pain in epigastric area
CDQ009H,CDQ009H - Pain in epigastric area,.,Missing,3812,CDQ009H_.,CDQ009H_Missing
CDQ008,CDQ008 - Severe pain in chest more than half hour,1,Yes,235,CDQ008_1,CDQ008_Yes
CDQ008,CDQ008 - Severe pain in chest more than half hour,2,No,642,CDQ008_2,CDQ008_No
CDQ008,CDQ008 - Severe pain in chest more than half hour,7,Refused,0,CDQ008_7,CDQ008_Refused
CDQ008,CDQ008 - Severe pain in chest more than half hour,9,Don't know,2,CDQ008_9,CDQ008_Don't know
CDQ008,CDQ008 - Severe pain in chest more than half hour,.,Missing,2936,CDQ008_.,CDQ008_Missing
CDQ010,CDQ010 - Shortness of breath on stairs/inclines,1,Yes,1139,CDQ010_1,CDQ010_Yes
CDQ010,CDQ010 - Shortness of breath on stairs/inclines,2,No,2668,CDQ010_2,CDQ010_No
CDQ010,CDQ010 - Shortness of breath on stairs/inclines,7,Refused,1,CDQ010_7,CDQ010_Refused
CDQ010,CDQ010 - Shortness of breath on stairs/inclines,9,Don't know,7,CDQ010_9,CDQ010_Don't know
CDQ010,CDQ010 - Shortness of breath on stairs/inclines,.,Missing,0,CDQ010_.,CDQ010_Missing
CFASTAT,CFASTAT - Cognitive functioning status,1,3 tests,1638,CFASTAT_1,CFASTAT_3 tests
CFASTAT,CFASTAT - Cognitive functioning status,2,2 tests,44,CFASTAT_2,CFASTAT_2 tests
CFASTAT,CFASTAT - Cognitive functioning status,3,1 test,4,CFASTAT_3,CFASTAT_1 test
CFASTAT,CFASTAT - Cognitive functioning status,4,"Ineligible, proxy",19,CFASTAT_4,"CFASTAT_Ineligible, proxy"
CFASTAT,CFASTAT - Cognitive functioning status,5,"Ineligible, other language",16,CFASTAT_5,"CFASTAT_Ineligible, other language"
CFASTAT,CFASTAT - Cognitive functioning status,6,No test done,64,CFASTAT_6,CFASTAT_No test done
CFASTAT,CFASTAT - Cognitive functioning status,.,Missing,0,CFASTAT_.,CFASTAT_Missing
CFALANG,CFALANG - Language - Cognitive Functioning,1,English,1488,CFALANG_1,CFALANG_English
CFALANG,CFALANG - Language - Cognitive Functioning,2,Spanish,167,CFALANG_2,CFALANG_Spanish
CFALANG,CFALANG - Language - Cognitive Functioning,3,Asian language,31,CFALANG_3,CFALANG_Asian language
CFALANG,CFALANG - Language - Cognitive Functioning,.,Missing,99,CFALANG_.,CFALANG_Missing
CFDCCS,CFDCCS - CERAD: Completion Status,1,Four completed recalls,1672,CFDCCS_1,CFDCCS_Four completed recalls
CFDCCS,CFDCCS - CERAD: Completion Status,2,One to three completed recalls,9,CFDCCS_2,CFDCCS_One to three completed recalls
CFDCCS,CFDCCS - CERAD: Completion Status,3,Not done,5,CFDCCS_3,CFDCCS_Not done
CFDCCS,CFDCCS - CERAD: Completion Status,.,Missing,99,CFDCCS_.,CFDCCS_Missing
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,1,Did not consent to audio record,0,CFDCRNC_1,CFDCRNC_Did not consent to audio record
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,2,Communication problem,4,CFDCRNC_2,CFDCRNC_Communication problem
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,3,Physical limitation,1,CFDCRNC_3,CFDCRNC_Physical limitation
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,4,Quit or gave up,8,CFDCRNC_4,CFDCRNC_Quit or gave up
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,5,Refused,0,CFDCRNC_5,CFDCRNC_Refused
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,6,Equipment failure,1,CFDCRNC_6,CFDCRNC_Equipment failure
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,7,Other,0,CFDCRNC_7,CFDCRNC_Other
CFDCRNC,CFDCRNC - CERAD: Reason Not Complete,.,Missing,1771,CFDCRNC_.,CFDCRNC_Missing
CFDCST1,CFDCST1 - CERAD: Score Trial 1 Recall,0 to 10,Range of Values,1681,CFDCST1_0 to 10,CFDCST1_Range of Values
CFDCST1,CFDCST1 - CERAD: Score Trial 1 Recall,.,Missing,104,CFDCST1_.,CFDCST1_Missing
CFDCST2,CFDCST2 - CERAD: Score Trial 2 Recall,0 to 10,Range of Values,1678,CFDCST2_0 to 10,CFDCST2_Range of Values
CFDCST2,CFDCST2 - CERAD: Score Trial 2 Recall,.,Missing,107,CFDCST2_.,CFDCST2_Missing
CFDCST3,CFDCST3 - CERAD: Score Trial 3 Recall,0 to 10,Range of Values,1674,CFDCST3_0 to 10,CFDCST3_Range of Values
CFDCST3,CFDCST3 - CERAD: Score Trial 3 Recall,.,Missing,111,CFDCST3_.,CFDCST3_Missing
CFDCSR,CFDCSR - CERAD: Score Delayed Recall,0 to 10,Range of Values,1672,CFDCSR_0 to 10,CFDCSR_Range of Values
CFDCSR,CFDCSR - CERAD: Score Delayed Recall,.,Missing,113,CFDCSR_.,CFDCSR_Missing
CFDCIT1,CFDCIT1 - CERAD: Intrusion word count Trial 1,0 to 4,Range of Values,1681,CFDCIT1_0 to 4,CFDCIT1_Range of Values
CFDCIT1,CFDCIT1 - CERAD: Intrusion word count Trial 1,.,Missing,104,CFDCIT1_.,CFDCIT1_Missing
CFDCIT2,CFDCIT2 - CERAD: Intrusion word count Trial 2,0 to 5,Range of Values,1678,CFDCIT2_0 to 5,CFDCIT2_Range of Values
CFDCIT2,CFDCIT2 - CERAD: Intrusion word count Trial 2,.,Missing,107,CFDCIT2_.,CFDCIT2_Missing
CFDCIT3,CFDCIT3 - CERAD: Intrusion word count Trial 3,0 to 6,Range of Values,1674,CFDCIT3_0 to 6,CFDCIT3_Range of Values
CFDCIT3,CFDCIT3 - CERAD: Intrusion word count Trial 3,.,Missing,111,CFDCIT3_.,CFDCIT3_Missing
CFDCIR,CFDCIR - CERAD: Intrusion word count Recall,0 to 8,Range of Values,1672,CFDCIR_0 to 8,CFDCIR_Range of Values
CFDCIR,CFDCIR - CERAD: Intrusion word count Recall,.,Missing,113,CFDCIR_.,CFDCIR_Missing
CFDAPP,CFDAPP - Animal Fluency: Sample Practice Pretest,1,Passed,1661,CFDAPP_1,CFDAPP_Passed
CFDAPP,CFDAPP - Animal Fluency: Sample Practice Pretest,2,Failed,11,CFDAPP_2,CFDAPP_Failed
CFDAPP,CFDAPP - Animal Fluency: Sample Practice Pretest,3,Not done,14,CFDAPP_3,CFDAPP_Not done
CFDAPP,CFDAPP - Animal Fluency: Sample Practice Pretest,.,Missing,99,CFDAPP_.,CFDAPP_Missing
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,1,Did not consent to audio record,0,CFDARNC_1,CFDARNC_Did not consent to audio record
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,2,Communication problem,1,CFDARNC_2,CFDARNC_Communication problem
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,3,Physical limitation,0,CFDARNC_3,CFDARNC_Physical limitation
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,5,Refused,2,CFDARNC_5,CFDARNC_Refused
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,6,Equipment failure,11,CFDARNC_6,CFDARNC_Equipment failure
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,7,Other,0,CFDARNC_7,CFDARNC_Other
CFDARNC,CFDARNC - Animal Fluency: Reason Not Done,.,Missing,1771,CFDARNC_.,CFDARNC_Missing
