short_title,title,code or value,description,count,Lookup,Column
DR1HELPD,DR1HELPD - Helped in responding for this interview,10,"Translator, not a HH member",53,DR1HELPD_10,"DR1HELPD_Translator, not a HH member"
DR1HELPD,DR1HELPD - Helped in responding for this interview,11,"Child care provider, Caretaker",6,DR1HELPD_11,"DR1HELPD_Child care provider, Caretaker"
DR1HELPD,DR1HELPD - Helped in responding for this interview,12,Other Relative,28,DR1HELPD_12,DR1HELPD_Other Relative
DR1HELPD,DR1HELPD - Helped in responding for this interview,13,No one,7347,DR1HELPD_13,DR1HELPD_No one
DR1HELPD,DR1HELPD - Helped in responding for this interview,14,Other specify,0,DR1HELPD_14,DR1HELPD_Other specify
DR1HELPD,DR1HELPD - Helped in responding for this interview,77,Refused,0,DR1HELPD_77,DR1HELPD_Refused
DR1HELPD,DR1HELPD - Helped in responding for this interview,99,Don't know,1,DR1HELPD_99,DR1HELPD_Don't know
DR1HELPD,DR1HELPD - Helped in responding for this interview,.,Missing,1185,DR1HELPD_.,DR1HELPD_Missing
DBQ095Z,DBQ095Z - Type of table salt used,1,"Ordinary salt [includes regular iodized salt, sea salt and seasoning salts made with regular salt]",4976,DBQ095Z_1,"DBQ095Z_Ordinary salt [includes regular iodized salt, sea salt and seasoning salts made with regular salt]"
DBQ095Z,DBQ095Z - Type of table salt used,2,Lite salt,321,DBQ095Z_2,DBQ095Z_Lite salt
DBQ095Z,DBQ095Z - Type of table salt used,3,Salt substitute,102,DBQ095Z_3,DBQ095Z_Salt substitute
DBQ095Z,DBQ095Z - Type of table salt used,4,Doesn't use or add salt products at the table,3258,DBQ095Z_4,DBQ095Z_Doesn't use or add salt products at the table
DBQ095Z,DBQ095Z - Type of table salt used,91,Other,0,DBQ095Z_91,DBQ095Z_Other
DBQ095Z,DBQ095Z - Type of table salt used,99,Don't know,126,DBQ095Z_99,DBQ095Z_Don't know
DBQ095Z,DBQ095Z - Type of table salt used,.,Missing,1030,DBQ095Z_.,DBQ095Z_Missing
DBD100,DBD100 - How often add salt to food at table,1,Rarely,2871,DBD100_1,DBD100_Rarely
DBD100,DBD100 - How often add salt to food at table,2,Occasionally,1579,DBD100_2,DBD100_Occasionally
DBD100,DBD100 - How often add salt to food at table,3,Very often,941,DBD100_3,DBD100_Very often
DBD100,DBD100 - How often add salt to food at table,7,Refused,0,DBD100_7,DBD100_Refused
DBD100,DBD100 - How often add salt to food at table,9,Don't know,8,DBD100_9,DBD100_Don't know
DBD100,DBD100 - How often add salt to food at table,.,Missing,4414,DBD100_.,DBD100_Missing
DRQSPREP,DRQSPREP - Salt used in preparation?,1,Never,557,DRQSPREP_1,DRQSPREP_Never
DRQSPREP,DRQSPREP - Salt used in preparation?,2,Rarely,1602,DRQSPREP_2,DRQSPREP_Rarely
DRQSPREP,DRQSPREP - Salt used in preparation?,3,Occasionally,3078,DRQSPREP_3,DRQSPREP_Occasionally
DRQSPREP,DRQSPREP - Salt used in preparation?,4,Very Often,3398,DRQSPREP_4,DRQSPREP_Very Often
DRQSPREP,DRQSPREP - Salt used in preparation?,9,Don't know,148,DRQSPREP_9,DRQSPREP_Don't know
DRQSPREP,DRQSPREP - Salt used in preparation?,.,Missing,1030,DRQSPREP_.,DRQSPREP_Missing
DR1STY,DR1STY - Salt used at table yesterday?,1,Yes,1448,DR1STY_1,DR1STY_Yes
DR1STY,DR1STY - Salt used at table yesterday?,2,No,7273,DR1STY_2,DR1STY_No
DR1STY,DR1STY - Salt used at table yesterday?,9,Don't know,62,DR1STY_9,DR1STY_Don't know
DR1STY,DR1STY - Salt used at table yesterday?,.,Missing,1030,DR1STY_.,DR1STY_Missing
DR1SKY,DR1SKY - Type of salt used yesterday,1,"Ordinary, sea, seasoned, or other flavored salt",1320,DR1SKY_1,"DR1SKY_Ordinary, sea, seasoned, or other flavored salt"
DR1SKY,DR1SKY - Type of salt used yesterday,2,Lite salt,83,DR1SKY_2,DR1SKY_Lite salt
DR1SKY,DR1SKY - Type of salt used yesterday,3,Salt substitute,29,DR1SKY_3,DR1SKY_Salt substitute
DR1SKY,DR1SKY - Type of salt used yesterday,91,Other,0,DR1SKY_91,DR1SKY_Other
DR1SKY,DR1SKY - Type of salt used yesterday,99,Don't know,16,DR1SKY_99,DR1SKY_Don't know
DR1SKY,DR1SKY - Type of salt used yesterday,.,Missing,8365,DR1SKY_.,DR1SKY_Missing
DRQSDIET,DRQSDIET - On special diet?,1,Yes,1033,DRQSDIET_1,DRQSDIET_Yes
DRQSDIET,DRQSDIET - On special diet?,2,No,7704,DRQSDIET_2,DRQSDIET_No
DRQSDIET,DRQSDIET - On special diet?,9,Don't know,46,DRQSDIET_9,DRQSDIET_Don't know
DRQSDIET,DRQSDIET - On special diet?,.,Missing,1030,DRQSDIET_.,DRQSDIET_Missing
DRQSDT1,DRQSDT1 - Weight loss/Low calorie diet,1,Weight loss or low calorie diets,523,DRQSDT1_1,DRQSDT1_Weight loss or low calorie diets
DRQSDT1,DRQSDT1 - Weight loss/Low calorie diet,.,Missing,9290,DRQSDT1_.,DRQSDT1_Missing
DRQSDT2,DRQSDT2 - Low fat/Low cholesterol diet,2,Low fat or low cholesterol diet,131,DRQSDT2_2,DRQSDT2_Low fat or low cholesterol diet
DRQSDT2,DRQSDT2 - Low fat/Low cholesterol diet,.,Missing,9682,DRQSDT2_.,DRQSDT2_Missing
DRQSDT3,DRQSDT3 - Low salt/Low sodium diet,3,Low salt or low sodium diet (including diet to lower blood pressure or hypertension),121,DRQSDT3_3,DRQSDT3_Low salt or low sodium diet (including diet to lower blood pressure or hypertension)
DRQSDT3,DRQSDT3 - Low salt/Low sodium diet,.,Missing,9692,DRQSDT3_.,DRQSDT3_Missing
DRQSDT4,DRQSDT4 - Sugar free/Low sugar diet,4,Sugar free or low sugar diet,37,DRQSDT4_4,DRQSDT4_Sugar free or low sugar diet
DRQSDT4,DRQSDT4 - Sugar free/Low sugar diet,.,Missing,9776,DRQSDT4_.,DRQSDT4_Missing
DRQSDT5,DRQSDT5 - Low fiber diet,5,Low fiber or low residue diet,0,DRQSDT5_5,DRQSDT5_Low fiber or low residue diet
DRQSDT5,DRQSDT5 - Low fiber diet,.,Missing,9813,DRQSDT5_.,DRQSDT5_Missing
DRQSDT6,DRQSDT6 - High fiber diet,6,High fiber or high residue diet,4,DRQSDT6_6,DRQSDT6_High fiber or high residue diet
DRQSDT6,DRQSDT6 - High fiber diet,.,Missing,9809,DRQSDT6_.,DRQSDT6_Missing
DRQSDT7,DRQSDT7 - Diabetic diet,7,Diabetic diet (including gestational diabetic diets),146,DRQSDT7_7,DRQSDT7_Diabetic diet (including gestational diabetic diets)
DRQSDT7,DRQSDT7 - Diabetic diet,.,Missing,9667,DRQSDT7_.,DRQSDT7_Missing
DRQSDT8,DRQSDT8 - Weight gain/Muscle building diet,8,Weight gain/Muscle building diet,34,DRQSDT8_8,DRQSDT8_Weight gain/Muscle building diet
DRQSDT8,DRQSDT8 - Weight gain/Muscle building diet,.,Missing,9779,DRQSDT8_.,DRQSDT8_Missing
DRQSDT9,DRQSDT9 - Low carbohydrate diet,9,Low carbohydrate diet,67,DRQSDT9_9,DRQSDT9_Low carbohydrate diet
DRQSDT9,DRQSDT9 - Low carbohydrate diet,.,Missing,9746,DRQSDT9_.,DRQSDT9_Missing
DRQSDT10,DRQSDT10 - High protein diet,10,High protein diet,22,DRQSDT10_10,DRQSDT10_High protein diet
DRQSDT10,DRQSDT10 - High protein diet,.,Missing,9791,DRQSDT10_.,DRQSDT10_Missing
DRQSDT11,DRQSDT11 - Gluten-free/Celiac diet,11,Gluten-free/Celiac diet,31,DRQSDT11_11,DRQSDT11_Gluten-free/Celiac diet
DRQSDT11,DRQSDT11 - Gluten-free/Celiac diet,.,Missing,9782,DRQSDT11_.,DRQSDT11_Missing
DRQSDT12,DRQSDT12 - Renal/Kidney diet,12,Renal/Kidney diet,8,DRQSDT12_12,DRQSDT12_Renal/Kidney diet
DRQSDT12,DRQSDT12 - Renal/Kidney diet,.,Missing,9805,DRQSDT12_.,DRQSDT12_Missing
DRQSDT91,DRQSDT91 - Other special diet,91,Other special diet,75,DRQSDT91_91,DRQSDT91_Other special diet
DRQSDT91,DRQSDT91 - Other special diet,.,Missing,9738,DRQSDT91_.,DRQSDT91_Missing
DR1TNUMF,DR1TNUMF - Number of foods/beverages reported,1 to 49,Range of Values,8661,DR1TNUMF_1 to 49,DR1TNUMF_Range of Values
DR1TNUMF,DR1TNUMF - Number of foods/beverages reported,.,Missing,1152,DR1TNUMF_.,DR1TNUMF_Missing
DR1TKCAL,DR1TKCAL - Energy (kcal),117 to 12108,Range of Values,8531,DR1TKCAL_117 to 12108,DR1TKCAL_Range of Values
DR1TKCAL,DR1TKCAL - Energy (kcal),.,Missing,1282,DR1TKCAL_.,DR1TKCAL_Missing
DR1TPROT,DR1TPROT - Protein (gm),0 to 869.49,Range of Values,8531,DR1TPROT_0 to 869.49,DR1TPROT_Range of Values
DR1TPROT,DR1TPROT - Protein (gm),.,Missing,1282,DR1TPROT_.,DR1TPROT_Missing
DR1TCARB,DR1TCARB - Carbohydrate (gm),8.67 to 1423.87,Range of Values,8531,DR1TCARB_8.67 to 1423.87,DR1TCARB_Range of Values
DR1TCARB,DR1TCARB - Carbohydrate (gm),.,Missing,1282,DR1TCARB_.,DR1TCARB_Missing
DR1TSUGR,DR1TSUGR - Total sugars (gm),0.13 to 1115.5,Range of Values,8531,DR1TSUGR_0.13 to 1115.5,DR1TSUGR_Range of Values
DR1TSUGR,DR1TSUGR - Total sugars (gm),.,Missing,1282,DR1TSUGR_.,DR1TSUGR_Missing
DR1TFIBE,DR1TFIBE - Dietary fiber (gm),0 to 136.3,Range of Values,8531,DR1TFIBE_0 to 136.3,DR1TFIBE_Range of Values
DR1TFIBE,DR1TFIBE - Dietary fiber (gm),.,Missing,1282,DR1TFIBE_.,DR1TFIBE_Missing
DR1TTFAT,DR1TTFAT - Total fat (gm),0 to 548.38,Range of Values,8531,DR1TTFAT_0 to 548.38,DR1TTFAT_Range of Values
DR1TTFAT,DR1TTFAT - Total fat (gm),.,Missing,1282,DR1TTFAT_.,DR1TTFAT_Missing
DR1TSFAT,DR1TSFAT - Total saturated fatty acids (gm),0 to 177.467,Range of Values,8531,DR1TSFAT_0 to 177.467,DR1TSFAT_Range of Values
DR1TSFAT,DR1TSFAT - Total saturated fatty acids (gm),.,Missing,1282,DR1TSFAT_.,DR1TSFAT_Missing
DR1TMFAT,DR1TMFAT - Total monounsaturated fatty acids (gm),0 to 221.673,Range of Values,8531,DR1TMFAT_0 to 221.673,DR1TMFAT_Range of Values
DR1TMFAT,DR1TMFAT - Total monounsaturated fatty acids (gm),.,Missing,1282,DR1TMFAT_.,DR1TMFAT_Missing
DR1TPFAT,DR1TPFAT - Total polyunsaturated fatty acids (gm),0 to 182.462,Range of Values,8531,DR1TPFAT_0 to 182.462,DR1TPFAT_Range of Values
DR1TPFAT,DR1TPFAT - Total polyunsaturated fatty acids (gm),.,Missing,1282,DR1TPFAT_.,DR1TPFAT_Missing
DR1TCHOL,DR1TCHOL - Cholesterol (mg),0 to 3515,Range of Values,8531,DR1TCHOL_0 to 3515,DR1TCHOL_Range of Values
DR1TCHOL,DR1TCHOL - Cholesterol (mg),.,Missing,1282,DR1TCHOL_.,DR1TCHOL_Missing
DR1TATOC,DR1TATOC - Vitamin E as alpha-tocopherol (mg),0 to 172.32,Range of Values,8531,DR1TATOC_0 to 172.32,DR1TATOC_Range of Values
DR1TATOC,DR1TATOC - Vitamin E as alpha-tocopherol (mg),.,Missing,1282,DR1TATOC_.,DR1TATOC_Missing
DR1TATOA,DR1TATOA - Added alpha-tocopherol (Vitamin E) (mg),0 to 99.87,Range of Values,8531,DR1TATOA_0 to 99.87,DR1TATOA_Range of Values
DR1TATOA,DR1TATOA - Added alpha-tocopherol (Vitamin E) (mg),.,Missing,1282,DR1TATOA_.,DR1TATOA_Missing
DR1TRET,DR1TRET - Retinol (mcg),0 to 10565,Range of Values,8531,DR1TRET_0 to 10565,DR1TRET_Range of Values
DR1TRET,DR1TRET - Retinol (mcg),.,Missing,1282,DR1TRET_.,DR1TRET_Missing
DR1TVARA,"DR1TVARA - Vitamin A, RAE (mcg)",0 to 10597,Range of Values,8531,DR1TVARA_0 to 10597,DR1TVARA_Range of Values
DR1TVARA,"DR1TVARA - Vitamin A, RAE (mcg)",.,Missing,1282,DR1TVARA_.,DR1TVARA_Missing
DR1TACAR,DR1TACAR - Alpha-carotene (mcg),0 to 35057,Range of Values,8531,DR1TACAR_0 to 35057,DR1TACAR_Range of Values
DR1TACAR,DR1TACAR - Alpha-carotene (mcg),.,Missing,1282,DR1TACAR_.,DR1TACAR_Missing
DR1TBCAR,DR1TBCAR - Beta-carotene (mcg),0 to 78752,Range of Values,8531,DR1TBCAR_0 to 78752,DR1TBCAR_Range of Values
DR1TBCAR,DR1TBCAR - Beta-carotene (mcg),.,Missing,1282,DR1TBCAR_.,DR1TBCAR_Missing
DR1TCRYP,DR1TCRYP - Beta-cryptoxanthin (mcg),0 to 24328,Range of Values,8531,DR1TCRYP_0 to 24328,DR1TCRYP_Range of Values
DR1TCRYP,DR1TCRYP - Beta-cryptoxanthin (mcg),.,Missing,1282,DR1TCRYP_.,DR1TCRYP_Missing
DR1TLYCO,DR1TLYCO - Lycopene (mcg),0 to 103913,Range of Values,8531,DR1TLYCO_0 to 103913,DR1TLYCO_Range of Values
DR1TLYCO,DR1TLYCO - Lycopene (mcg),.,Missing,1282,DR1TLYCO_.,DR1TLYCO_Missing
DR1TLZ,DR1TLZ - Lutein + zeaxanthin (mcg),0 to 102638,Range of Values,8531,DR1TLZ_0 to 102638,DR1TLZ_Range of Values
DR1TLZ,DR1TLZ - Lutein + zeaxanthin (mcg),.,Missing,1282,DR1TLZ_.,DR1TLZ_Missing
DR1TVB1,DR1TVB1 - Thiamin (Vitamin B1) (mg),0.007 to 10.652,Range of Values,8531,DR1TVB1_0.007 to 10.652,DR1TVB1_Range of Values
DR1TVB1,DR1TVB1 - Thiamin (Vitamin B1) (mg),.,Missing,1282,DR1TVB1_.,DR1TVB1_Missing
DR1TVB2,DR1TVB2 - Riboflavin (Vitamin B2) (mg),0 to 29.455,Range of Values,8531,DR1TVB2_0 to 29.455,DR1TVB2_Range of Values
DR1TVB2,DR1TVB2 - Riboflavin (Vitamin B2) (mg),.,Missing,1282,DR1TVB2_.,DR1TVB2_Missing
DR1TNIAC,DR1TNIAC - Niacin (mg),0.215 to 379.852,Range of Values,8531,DR1TNIAC_0.215 to 379.852,DR1TNIAC_Range of Values
DR1TNIAC,DR1TNIAC - Niacin (mg),.,Missing,1282,DR1TNIAC_.,DR1TNIAC_Missing
DR1TVB6,DR1TVB6 - Vitamin B6 (mg),0.016 to 48.321,Range of Values,8531,DR1TVB6_0.016 to 48.321,DR1TVB6_Range of Values
DR1TVB6,DR1TVB6 - Vitamin B6 (mg),.,Missing,1282,DR1TVB6_.,DR1TVB6_Missing
DR1TFOLA,DR1TFOLA - Total folate (mcg),0 to 3172,Range of Values,8531,DR1TFOLA_0 to 3172,DR1TFOLA_Range of Values
DR1TFOLA,DR1TFOLA - Total folate (mcg),.,Missing,1282,DR1TFOLA_.,DR1TFOLA_Missing
DR1TFA,DR1TFA - Folic acid (mcg),0 to 2828,Range of Values,8531,DR1TFA_0 to 2828,DR1TFA_Range of Values
DR1TFA,DR1TFA - Folic acid (mcg),.,Missing,1282,DR1TFA_.,DR1TFA_Missing
DR1TFF,DR1TFF - Food folate (mcg),0 to 2357,Range of Values,8531,DR1TFF_0 to 2357,DR1TFF_Range of Values
DR1TFF,DR1TFF - Food folate (mcg),.,Missing,1282,DR1TFF_.,DR1TFF_Missing
DR1TFDFE,"DR1TFDFE - Folate, DFE (mcg)",0 to 5151,Range of Values,8531,DR1TFDFE_0 to 5151,DR1TFDFE_Range of Values
DR1TFDFE,"DR1TFDFE - Folate, DFE (mcg)",.,Missing,1282,DR1TFDFE_.,DR1TFDFE_Missing
DR1TCHL,DR1TCHL - Total choline (mg) ,0 to 2909.1,Range of Values,8531,DR1TCHL_0 to 2909.1,DR1TCHL_Range of Values
DR1TCHL,DR1TCHL - Total choline (mg) ,.,Missing,1282,DR1TCHL_.,DR1TCHL_Missing
DR1TVB12,DR1TVB12 - Vitamin B12 (mcg),0 to 110.39,Range of Values,8531,DR1TVB12_0 to 110.39,DR1TVB12_Range of Values
DR1TVB12,DR1TVB12 - Vitamin B12 (mcg),.,Missing,1282,DR1TVB12_.,DR1TVB12_Missing
DR1TB12A,DR1TB12A - Added vitamin B12 (mcg),0 to 89.23,Range of Values,8531,DR1TB12A_0 to 89.23,DR1TB12A_Range of Values
DR1TB12A,DR1TB12A - Added vitamin B12 (mcg),.,Missing,1282,DR1TB12A_.,DR1TB12A_Missing
DR1TVC,DR1TVC - Vitamin C (mg),0 to 2008,Range of Values,8531,DR1TVC_0 to 2008,DR1TVC_Range of Values
DR1TVC,DR1TVC - Vitamin C (mg),.,Missing,1282,DR1TVC_.,DR1TVC_Missing
DR1TVD,DR1TVD - Vitamin D (D2 + D3) (mcg),0 to 86.3,Range of Values,8531,DR1TVD_0 to 86.3,DR1TVD_Range of Values
DR1TVD,DR1TVD - Vitamin D (D2 + D3) (mcg),.,Missing,1282,DR1TVD_.,DR1TVD_Missing
DR1TVK,DR1TVK - Vitamin K (mcg),0 to 4080.5,Range of Values,8531,DR1TVK_0 to 4080.5,DR1TVK_Range of Values
DR1TVK,DR1TVK - Vitamin K (mcg),.,Missing,1282,DR1TVK_.,DR1TVK_Missing
DR1TCALC,DR1TCALC - Calcium (mg),6 to 7337,Range of Values,8531,DR1TCALC_6 to 7337,DR1TCALC_Range of Values
DR1TCALC,DR1TCALC - Calcium (mg),.,Missing,1282,DR1TCALC_.,DR1TCALC_Missing
DR1TPHOS,DR1TPHOS - Phosphorus (mg),0 to 11529,Range of Values,8531,DR1TPHOS_0 to 11529,DR1TPHOS_Range of Values
DR1TPHOS,DR1TPHOS - Phosphorus (mg),.,Missing,1282,DR1TPHOS_.,DR1TPHOS_Missing
DR1TMAGN,DR1TMAGN - Magnesium (mg),0 to 2725,Range of Values,8531,DR1TMAGN_0 to 2725,DR1TMAGN_Range of Values
DR1TMAGN,DR1TMAGN - Magnesium (mg),.,Missing,1282,DR1TMAGN_.,DR1TMAGN_Missing
DR1TIRON,DR1TIRON - Iron (mg),0.13 to 130.76,Range of Values,8531,DR1TIRON_0.13 to 130.76,DR1TIRON_Range of Values
DR1TIRON,DR1TIRON - Iron (mg),.,Missing,1282,DR1TIRON_.,DR1TIRON_Missing
DR1TZINC,DR1TZINC - Zinc (mg),0.16 to 116.05,Range of Values,8531,DR1TZINC_0.16 to 116.05,DR1TZINC_Range of Values
DR1TZINC,DR1TZINC - Zinc (mg),.,Missing,1282,DR1TZINC_.,DR1TZINC_Missing
DR1TCOPP,DR1TCOPP - Copper (mg),0.022 to 20.318,Range of Values,8531,DR1TCOPP_0.022 to 20.318,DR1TCOPP_Range of Values
DR1TCOPP,DR1TCOPP - Copper (mg),.,Missing,1282,DR1TCOPP_.,DR1TCOPP_Missing
DR1TSODI,DR1TSODI - Sodium (mg),17 to 21399,Range of Values,8531,DR1TSODI_17 to 21399,DR1TSODI_Range of Values
DR1TSODI,DR1TSODI - Sodium (mg),.,Missing,1282,DR1TSODI_.,DR1TSODI_Missing
DR1TPOTA,DR1TPOTA - Potassium (mg),68 to 15876,Range of Values,8531,DR1TPOTA_68 to 15876,DR1TPOTA_Range of Values
DR1TPOTA,DR1TPOTA - Potassium (mg),.,Missing,1282,DR1TPOTA_.,DR1TPOTA_Missing
DR1TSELE,DR1TSELE - Selenium (mcg),0 to 986.5,Range of Values,8531,DR1TSELE_0 to 986.5,DR1TSELE_Range of Values
DR1TSELE,DR1TSELE - Selenium (mcg),.,Missing,1282,DR1TSELE_.,DR1TSELE_Missing
DR1TCAFF,DR1TCAFF - Caffeine (mg),0 to 2448,Range of Values,8531,DR1TCAFF_0 to 2448,DR1TCAFF_Range of Values
